Country,Gender,Demographics Question,Demographics Response,Survey Year,Value,SurveyYear_raw,Value_raw,SurveyYear
Afghanistan,F,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,M,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,F,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,F,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,F,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,F,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,F,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,M,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,M,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,M,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,M,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Afghanistan,M,Marital status,Never married,01/01/2015,,01/01/2015,,2015
Armenia,F,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,M,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,F,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,F,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,F,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,F,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,F,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,M,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,M,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,M,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,M,Education,No education,01/01/2015,,01/01/2015,,2015
Armenia,M,Education,No education,01/01/2015,,01/01/2015,,2015
Azerbaijan,M,Education,No education,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,Primary,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,No education,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,Primary,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,No education,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,Primary,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,No education,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,Primary,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,No education,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,Primary,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,No education,01/01/2006,,01/01/2006,,2006
Azerbaijan,M,Education,Primary,01/01/2006,,01/01/2006,,2006
Bangladesh,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,No education,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Bangladesh,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,No education,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,No education,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,No education,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,No education,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,No education,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Bangladesh,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Bolivia,M,Age,15-24,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,25-34,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,35-49,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Higher,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,No education,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Primary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Secondary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for cash,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for kind,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Unemployed,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Married or living together,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Never married,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,"Widowed, divorced, separated",01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Rural,01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Urban,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,15-24,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,25-34,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,35-49,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,15-24,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,25-34,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,35-49,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,15-24,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,25-34,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,35-49,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,15-24,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,25-34,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,35-49,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,15-24,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,25-34,01/01/2008,,01/01/2008,,2008
Bolivia,M,Age,35-49,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Higher,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,No education,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Primary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Secondary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Higher,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,No education,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Primary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Secondary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Higher,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,No education,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Primary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Secondary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Higher,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,No education,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Primary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Secondary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Higher,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,No education,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Primary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Education,Secondary,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for cash,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for kind,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Unemployed,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for cash,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for kind,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Unemployed,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for cash,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for kind,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Unemployed,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for cash,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for kind,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Unemployed,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for cash,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Employed for kind,01/01/2008,,01/01/2008,,2008
Bolivia,M,Employment,Unemployed,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Married or living together,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Never married,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,"Widowed, divorced, separated",01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Married or living together,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Never married,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,"Widowed, divorced, separated",01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Married or living together,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Never married,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,"Widowed, divorced, separated",01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Married or living together,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Never married,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,"Widowed, divorced, separated",01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Married or living together,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,Never married,01/01/2008,,01/01/2008,,2008
Bolivia,M,Marital status,"Widowed, divorced, separated",01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Rural,01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Urban,01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Rural,01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Urban,01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Rural,01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Urban,01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Rural,01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Urban,01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Rural,01/01/2008,,01/01/2008,,2008
Bolivia,M,Residence,Urban,01/01/2008,,01/01/2008,,2008
Congo,F,Age,15-24,01/01/2011,,01/01/2011,,2011
Congo,F,Age,25-34,01/01/2011,,01/01/2011,,2011
Congo,F,Age,35-49,01/01/2011,,01/01/2011,,2011
Congo,F,Education,Higher,01/01/2011,,01/01/2011,,2011
Congo,F,Education,No education,01/01/2011,,01/01/2011,,2011
Congo,F,Education,Primary,01/01/2011,,01/01/2011,,2011
Congo,F,Education,Secondary,01/01/2011,,01/01/2011,,2011
Congo,F,Employment,Employed for cash,01/01/2011,,01/01/2011,,2011
Congo,F,Employment,Employed for kind,01/01/2011,,01/01/2011,,2011
Congo,F,Employment,Unemployed,01/01/2011,,01/01/2011,,2011
Congo,F,Marital status,Married or living together,01/01/2011,,01/01/2011,,2011
Congo,F,Marital status,Never married,01/01/2011,,01/01/2011,,2011
Congo,F,Marital status,"Widowed, divorced, separated",01/01/2011,,01/01/2011,,2011
Congo,F,Residence,Rural,01/01/2011,,01/01/2011,,2011
Congo,F,Residence,Urban,01/01/2011,,01/01/2011,,2011
Congo,M,Age,15-24,01/01/2011,,01/01/2011,,2011
Congo,M,Age,25-34,01/01/2011,,01/01/2011,,2011
Congo,M,Age,35-49,01/01/2011,,01/01/2011,,2011
Congo,M,Education,Higher,01/01/2011,,01/01/2011,,2011
Congo,M,Education,No education,01/01/2011,,01/01/2011,,2011
Congo,M,Education,Primary,01/01/2011,,01/01/2011,,2011
Congo,M,Education,Secondary,01/01/2011,,01/01/2011,,2011
Congo,M,Employment,Employed for cash,01/01/2011,,01/01/2011,,2011
Congo,M,Employment,Employed for kind,01/01/2011,,01/01/2011,,2011
Congo,M,Employment,Unemployed,01/01/2011,,01/01/2011,,2011
Congo,M,Marital status,Married or living together,01/01/2011,,01/01/2011,,2011
Congo,M,Marital status,Never married,01/01/2011,,01/01/2011,,2011
Congo,M,Marital status,"Widowed, divorced, separated",01/01/2011,,01/01/2011,,2011
Congo,M,Residence,Rural,01/01/2011,,01/01/2011,,2011
Congo,M,Residence,Urban,01/01/2011,,01/01/2011,,2011
Congo,F,Age,15-24,01/01/2011,,01/01/2011,,2011
Congo,F,Age,25-34,01/01/2011,,01/01/2011,,2011
Congo,F,Age,35-49,01/01/2011,,01/01/2011,,2011
Congo,F,Education,Higher,01/01/2011,,01/01/2011,,2011
Congo,F,Education,No education,01/01/2011,,01/01/2011,,2011
Congo,F,Education,Primary,01/01/2011,,01/01/2011,,2011
Congo,F,Education,Secondary,01/01/2011,,01/01/2011,,2011
Congo,F,Employment,Employed for cash,01/01/2011,,01/01/2011,,2011
Congo,F,Employment,Employed for kind,01/01/2011,,01/01/2011,,2011
Congo,F,Employment,Unemployed,01/01/2011,,01/01/2011,,2011
Congo,F,Marital status,Married or living together,01/01/2011,,01/01/2011,,2011
Congo,F,Marital status,Never married,01/01/2011,,01/01/2011,,2011
Congo,F,Marital status,"Widowed, divorced, separated",01/01/2011,,01/01/2011,,2011
Congo,F,Residence,Rural,01/01/2011,,01/01/2011,,2011
Congo,F,Residence,Urban,01/01/2011,,01/01/2011,,2011
Congo,M,Age,15-24,01/01/2011,,01/01/2011,,2011
Congo,M,Age,25-34,01/01/2011,,01/01/2011,,2011
Congo,M,Age,35-49,01/01/2011,,01/01/2011,,2011
Congo,M,Education,Higher,01/01/2011,,01/01/2011,,2011
Congo,M,Education,No education,01/01/2011,,01/01/2011,,2011
Congo,M,Education,Primary,01/01/2011,,01/01/2011,,2011
Congo,M,Education,Secondary,01/01/2011,,01/01/2011,,2011
Congo,M,Employment,Employed for cash,01/01/2011,,01/01/2011,,2011
Congo,M,Employment,Employed for kind,01/01/2011,,01/01/2011,,2011
Congo,M,Employment,Unemployed,01/01/2011,,01/01/2011,,2011
Congo,M,Marital status,Married or living together,01/01/2011,,01/01/2011,,2011
Congo,M,Marital status,Never married,01/01/2011,,01/01/2011,,2011
Congo,M,Marital status,"Widowed, divorced, separated",01/01/2011,,01/01/2011,,2011
Congo,M,Residence,Rural,01/01/2011,,01/01/2011,,2011
Congo,M,Residence,Urban,01/01/2011,,01/01/2011,,2011
Dominican Republic,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Dominican Republic,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Egypt,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,No education,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Egypt,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,F,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,15-24,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,25-34,01/01/2014,,01/01/2014,,2014
Egypt,M,Age,35-49,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,No education,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,No education,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,No education,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,No education,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Higher,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,No education,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Primary,01/01/2014,,01/01/2014,,2014
Egypt,M,Education,Secondary,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for cash,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Employed for kind,01/01/2014,,01/01/2014,,2014
Egypt,M,Employment,Unemployed,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Married or living together,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,Never married,01/01/2014,,01/01/2014,,2014
Egypt,M,Marital status,"Widowed, divorced, separated",01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Rural,01/01/2014,,01/01/2014,,2014
Egypt,M,Residence,Urban,01/01/2014,,01/01/2014,,2014
